# CSV-File created with merge-csv.com
# -----------------------------------------------------------

UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Djaja Goemilang,@jayguum,2021-03-14T05:12:50.000Z,"Djaja Goemilang
@jayguum
·
14 Mar 2021","Gue pernah beberapa kali jadi mentor anak magang di kantor yg lama, selalu gue bisikin biar segera pulang sebelum 8 jam di kantor, kecuali mereka minta stay atau ada program live yg bagus kalo didokumentasiin buat laporan wkwk",,,,,[],https://twitter.com/jayguum/status/1370966125337399296
eru,@erudittio,2021-03-14T08:58:51.000Z,"eru
@erudittio
·
14 Mar 2021","day 4 :lupa ga nge tweet day4, pokonya hari ke 4 jadi hari penutup minggu pertama kerja, seru! tapi kedikitan staff magang nya wkwk, jadi bahasannya muter disana terus, oiya point nya masi ttp activation marketplace sm sosmed.",,,,,[],https://twitter.com/erudittio/status/1371023004180783104
Sultan Mafty,@suluhpandu,2021-03-14T13:20:23.000Z,"Sultan Mafty
@suluhpandu
·
14 Mar 2021","Membalas 
@mediocrickey
Anak magang aja skrng wajib dikasih BPJS ketenagakerjaan 
3",😅,,,3,[],https://twitter.com/suluhpandu/status/1371088820335120394
hasbi,@fariqhsb,2021-03-14T14:49:02.000Z,"hasbi
@fariqhsb
·
14 Mar 2021","kenapa ya w belum terbiasa buat conversation dengan sebut gue/lu sama orang yang lebih senior, ga tau kenapa. misal nih sama orang kantor dulu magang, dahal udah deket, tapi masih canggung kalau mau ngomong gue/lu sama mereka, mentok pake saya dan sebut mas/ kak (nama) haha
2",,2,,,[],https://twitter.com/fariqhsb/status/1371111133709406214
,@sweetestavocado,2021-03-14T10:18:57.000Z,"@sweetestavocado
·
14 Mar 2021","Membalas 
@ezash
Magang 6 bulan di perusahaan daerah Jakarta. Digaji perbulan 1,5 juta. Belum nyampe 6 bulan alhamdulilah udah dijadiin karyawan tetap dan gajinya udah berubah jadi gaji karyawan 
1",⛅,,,1,[],https://twitter.com/sweetestavocado/status/1371043162832048131
教练 Gaida盖达鬼滅,@gaidagegiver4,2021-03-14T11:40:07.000Z,"教练 Gaida盖达鬼滅
@gaidagegiver4
·
14 Mar 2021","Membalas 
@ezash
 dan 
@YogaPP25
Free dulu, abis itu jd manager operasional, club kecil , 2011gajinya 1.4 tp jam kerja pendek dn ga banyak yg d urusin, lalu pernah magang, 2015 fee 3000 rmb, jam kerja panjang .. dua duanya banyak belajar
1",🦅,,,1,[],https://twitter.com/gaidagegiver4/status/1371063589029564419
Caesar Rifa,@caesarrifa,2021-03-14T09:10:18.000Z,"Caesar Rifa
@caesarrifa
·
14 Mar 2021","Di hari terakhir mereka magang, mereka bilang:
""Kalau kumpul sama temen2 kampus, testimoni exp magang mereka pada gak enak. Kita kayanya bahagia2 aja disini hahaha""
Future career? Kalau ada lowongan selalu kita tawarin. Tp mrk udh dapet kerja duluan.
1",,1,,,[],https://twitter.com/caesarrifa/status/1371025887152381956
Caesar Rifa,@caesarrifa,2021-03-14T06:27:06.000Z,"Caesar Rifa
@caesarrifa
·
14 Mar 2021","Anak2 magang ini gua kenalin ke CEO, Head, manager lain, sampe ke level SPG dan OB.
Gua make sure mereka mengenal banyak orang dan gak ragu utk menyapa siapapun sebagaimana kita para employee saling sapa.
Yang terpenting, gua memastikan perkembangan mereka. Terutama knowledge.
1",,1,,,[],https://twitter.com/caesarrifa/status/1370984814438838274
Anastasia,@anastkss,2021-03-14T02:16:11.000Z,"Anastasia
@anastkss
·
14 Mar 2021","Membalas 
@NathPribady
paling bener emg magang di bentoel wkwkwkw",,,,,[],https://twitter.com/anastkss/status/1370921670064496648
putcissss,@myhppylittlepil,2021-03-14T12:16:45.000Z,"putcissss
@myhppylittlepil
·
14 Mar 2021","Membalas 
@unmanfaat
 dan 
@hiboorans
0,1 boleh ga pak? 
Saya ga mau viral. Maunya gaji magang 3xlipat lebih besar dari bapak 
1",👉 👈,,,1,[],https://twitter.com/myhppylittlepil/status/1371072809519128578
kramotak.,@alamtaslim,2021-03-14T15:57:53.000Z,"kramotak.
@alamtaslim
·
14 Mar 2021","Membalas 
@ifahmi
Anak gue gak cari tempat magang, tapi anak gue yang buka tempat magang.
Dan gue veto. Karena males ngurusin anak magang. His life my business. Literally.
1",,1,,,[],https://twitter.com/alamtaslim/status/1371128458277920770
hasbi,@fariqhsb,2021-03-14T15:13:26.000Z,"hasbi
@fariqhsb
·
14 Mar 2021","Membalas 
@fierza
karena emang belum ada pegangan patennya jadi susa juga, ya kak wkwk. tapi bener deh, magang mah dibawa happy sama ngulik ilmu sebanyak-banyak deh sama mentor dan sekitar, salary belakangan.",,,,,[],https://twitter.com/fariqhsb/status/1371117270634688513
karelmp,@Broxie9,2021-03-15T14:43:12.000Z,"karelmp
@Broxie9
·
15 Mar 2021","Yok bisa yok 2 Minggu magang masuk jam 6 pagi 
1",💪,1,,,['https://pbs.twimg.com/media/EwhyjxvUcAUfXfF?format=jpg&name=small'],https://twitter.com/Broxie9/status/1371472049751744514
Ricky Oktadinata,@RickyOktadinata,2021-03-15T04:19:42.000Z,"Ricky Oktadinata
@RickyOktadinata
·
15 Mar 2021",Bersama adik2 SMK Suak tapeh yang magang di KPU Banyuasin.,,,,,"['https://pbs.twimg.com/media/Ewfj1_kUYAQTyXS?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ewfj2Z2UYAI-FTf?format=jpg&name=small']",https://twitter.com/RickyOktadinata/status/1371315142072233987
ren.o,@reno_yunanto,2021-03-15T12:48:02.000Z,"ren.o
@reno_yunanto
·
15 Mar 2021","Njim ya kali jadi karyawan tetap baru 2 minggu magang....
3",,3,,,[],https://twitter.com/reno_yunanto/status/1371443070944776195
GUSTYSATE48,@gustysate48,2021-03-15T13:01:07.000Z,"GUSTYSATE48
@gustysate48
·
15 Mar 2021","Yuk Magang Di tempat aku yuk 
nabila gusmarlia
@nyabirra
 · 15 Mar 2021
baru 4 hari jadi peng--an sudah terdeteksi bosan hadeh",🙃 🍇,,,,['https://pbs.twimg.com/profile_images/1380770997750525952/qYdVHTY9_mini.jpg'],https://twitter.com/gustysate48/status/1371446362076708867
bon voyage!,@_____youngirls,2021-03-15T02:33:15.000Z,"bon voyage!
@_____youngirls
·
15 Mar 2021",magang nahan pup tuh rasanya,😭,,,,[],https://twitter.com/_____youngirls/status/1371288353493053441
,@satansyari,2021-03-15T08:52:42.000Z,"@satansyari
·
15 Mar 2021",Make seragam itemputih teh disangka anak magang wae deuh..,,,,,[],https://twitter.com/satansyari/status/1371383845132509186
@mhelyisme,@mhelyisme,2021-03-15T15:53:58.000Z,"@mhelyisme
@MelianaMhely
·
15 Mar 2021","#9
Kedua, rekrut tenaga survelens dari dedek2 unyu lulusan kesehatan atau tenaga magang mahasiswa kesmas tingkat akhir.
Edukasi, latih, jalan!
Ya memang, kudu ada alokasi dana buat ini dongs. Antara pemerintah, dan penerapan dimasyarakat harus ada jembatannya.
1",,1,,,[],https://twitter.com/MelianaMhely/status/1371489859248955392
Aldan Derian-DJALD'S,@aldanderian,2021-03-15T16:00:03.000Z,"Aldan Derian-DJALD'S
@aldanderian
·
15 Mar 2021","Etdah lu punya anak magang gmna dah kmren kan die yang ngedit knpa gue yg di suruh revisi, tanyain anak magang lu lah gimna, jgn ke gue mulu...",,,,,[],https://twitter.com/aldanderian/status/1371491389700075521
Markesot,@WildanFarih,2021-03-15T16:31:57.000Z,"Markesot
@WildanFarih
·
15 Mar 2021","Membalas 
@MahasiswaUMS
Wi panggonku magang kae",,,,,[],https://twitter.com/WildanFarih/status/1371499418126409728
Anastasia,@anastkss,2021-03-15T13:29:30.000Z,"Anastasia
@anastkss
·
15 Mar 2021","Membalas 
@worksfess
ga kok aku kmrn jg magang 6 bulan",,,,,[],https://twitter.com/anastkss/status/1371453505374887936
pangnotdet,@AndikaDik13,2021-03-15T07:41:18.000Z,"pangnotdet
@AndikaDik13
·
15 Mar 2021","ambill gapapa tapi minta waktu stelah sidang dan wisuda, buat jenjang karir yg dibutuhin anak magang, kebanyakan klo diminta magang lagi bisa ditarik kerja disitu",,,,,[],https://twitter.com/AndikaDik13/status/1371365876167942144
Txtdarimamachie,@chieyzouchii,2021-03-15T07:11:28.000Z,"Txtdarimamachie
@chieyzouchii
·
15 Mar 2021","Membalas 
@kittypurry36
 dan 
@Yuyundiann
Aku dulu ngelamar kerja diterima di bulan desember, kurleb 3 bulan habis nikah. Ditanyain juga sih gimana kalau hamil apa akan terus bekerja, terus aku iyain.
Sekarang menuju tahun ke4 kerja, anakku jalan 3 tahun “magang” di kantorku 
Hoki.
2",😆,2,,,[],https://twitter.com/chieyzouchii/status/1371358370838421505
kpu_banjarnegara,@KpuBanjarnegara,2021-03-16T23:16:56.000Z,"kpu_banjarnegara
@KpuBanjarnegara
·
17 Mar 2021","#TemanPemilih,mahasiswa magang & siswa prakerin di KPU Kab. Banjarnegara,mdpt penjelasan terkait teknis kepemiluan.Diantaranya pengenalan dapil & alokasi kursi oleh Kasubag TP Hupmas, Ratna Wulandari. Selasa (16/3/2021)
@kpu_ri
@kpujateng
4",,,,4,"['https://pbs.twimg.com/media/EwoxuHSU8AQDowi?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EwoxuZ5VgAMiwha?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ewoxus4UUAENvqt?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EwoxvBEU8AAcxhR?format=jpg&name=360x360']",https://twitter.com/KpuBanjarnegara/status/1371963723561111553
ily,@prl14_,2021-03-16T09:54:10.000Z,"ily
@prl14_
·
16 Mar 2021","inget jaman magang di cepete duit w abis buat ginian
1",🥑,,1,,['https://pbs.twimg.com/media/Ewl5_DgVIAUEzQT?format=jpg&name=small'],https://twitter.com/prl14_/status/1371761700911779849
Rands & Lons,@ThisIsLons,2021-03-16T10:42:49.000Z,"Rands & Lons
@ThisIsLons
·
16 Mar 2021","Lowongan pekerjaan/Freelance/Magang .
Semoga bermanfaat kawan!
Good luck 
http://IndoTrading.com
1",🤡 🔥 🔥,,,1,['https://pbs.twimg.com/media/EwmFIgMUYAMAGhK?format=jpg&name=small'],https://twitter.com/ThisIsLons/status/1371773945591042051
Isalvador Dali,@izalisal_,2021-03-16T04:09:51.000Z,"Isalvador Dali
@izalisal_
·
16 Mar 2021","@ikuzomina_
 lah katanya MAGANG ?",,,,,['https://pbs.twimg.com/media/EwkrLhrVoAYwr7K?format=jpg&name=900x900'],https://twitter.com/izalisal_/status/1371675052387700738
lifa,@terjaewook,2021-03-16T15:06:14.000Z,"lifa
@terjaewook
·
16 Mar 2021","OMG WKWKWKWK TRIMS MBA IDENYA. nnt selesai magang mau w terapin
Tessa
@chyntessa
 · 15 Mar 2021
Membalas @hrdbacot
Bukan last day email sih, tp farewell gesture dr ex colleague. Kreatif abis.",,,,,"['https://pbs.twimg.com/profile_images/1448686138965704709/SOksdTgQ_mini.jpg', 'https://pbs.twimg.com/media/Ewfr5QYUcAE7YsK?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ewfr5r1UcAAjvI5?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Ewfr6M9VoAAiXbD?format=jpg&name=360x360']",https://twitter.com/terjaewook/status/1371840237303906313
hasbi,@fariqhsb,2021-03-16T10:49:06.000Z,"hasbi
@fariqhsb
·
16 Mar 2021","ada temen magang di cabang, udah jelas disurat edaran ada jadwal pulang set lima, udh dilebihin 20 menit tapi masih bilang ga enak. mana rumahnya di depok, ya kasian aja. tapi terserah dia sih, ga maksa kalau dia ga mau ya w duluan.
udh dikasih tay juga pentingnya balik tenggo.
1",,1,,,[],https://twitter.com/fariqhsb/status/1371775524482162688
eka anzihory,@ekaanzihory,2021-03-16T15:49:14.000Z,"eka anzihory
@ekaanzihory
·
16 Mar 2021","Membalas 
@adambrotowijono
Gw dulu magang juga nih, dan pas kitabisa masih dikit. Jadi daily stand up masih c-level yg pegang, sungguh beruntung 
2
1",😂,2,1,,[],https://twitter.com/ekaanzihory/status/1371851057794592776
Heylis,@arkhamaarsyi,2021-03-16T14:09:13.000Z,"Heylis
@arkhamaarsyi
·
16 Mar 2021","Membalas 
@subtanyarl
Waktu smp ada temen namanya ribut mariana, pas smk temen magang namanya bahagia casap",,,,,[],https://twitter.com/arkhamaarsyi/status/1371825886224248832
B∆ÐVT K£GĘL∆P∆N,@badvtkegelapan,2021-03-16T05:41:54.000Z,"B∆ÐVT K£GĘL∆P∆N
@badvtkegelapan
·
16 Mar 2021","Nanti KKN/magang hasilnya jadikan bahan skripsi km, biar ga pusing cari datanya
1",,,,1,[],https://twitter.com/badvtkegelapan/status/1371698217784545280
rhandinurrizki,@rhandinurrizki4,2021-03-17T03:07:38.000Z,"rhandinurrizki
@rhandinurrizki4
·
17 Mar 2021","Tukeran dulu yuk magang di leuwiliang terus harus pkl ke cibinong balik lagi ke leuwiliang lagi
Media berikut mengandung konten yang mungkin sensitif. Ubah pengaturan
Lihat",,,,,[],https://twitter.com/rhandinurrizki4/status/1372021784137007105
Balai Pelatihan Pertanian Jambi,@BPP_Jambi,2021-03-17T23:36:38.000Z,"Balai Pelatihan Pertanian Jambi
@BPP_Jambi
·
18 Mar 2021","Tes kebugaran dan tes wawancara pemuda tani program magang jepang telah dilaksanakan di Bapeltan Jambi, Rabu 17 Maret 2021. Total 43 peserta mengikuti kegiatan ini. Nantinya akan diseleksi menjadi 30 orang yang akan mengikuti pelatihan di Bapeltan Jambi selama 75 hari
1
1
4",💪,1,1,4,['https://pbs.twimg.com/media/Ewt_0gzVoAMJL8D?format=jpg&name=small'],https://twitter.com/BPP_Jambi/status/1372331071585591298
Cak Kamidi,@cc_alhaque,2021-03-17T11:12:42.000Z,"Cak Kamidi
@cc_alhaque
·
17 Mar 2021","Rajin amat anak magang masih chat kerjaan mulu di luar jam kerja, untung aku dulu ga kek gitu
1
3",,1,,3,[],https://twitter.com/cc_alhaque/status/1372143852291645445
Farrel,@farrellfzn,2021-03-17T05:30:40.000Z,"Farrel
@farrellfzn
·
17 Mar 2021",Skrg gue mengerti kenapa magang di international office bikin pusing kepala,,,,,[],https://twitter.com/farrellfzn/status/1372057777506377728
,@blenderid,2021-03-17T11:08:43.000Z,"@blenderid
·
17 Mar 2021","udah magang suruh ngulang, nyusun proposal skripsi, tugas masi aja dikasi paper sama mbuat video
1",🙂,,,1,[],https://twitter.com/blenderid/status/1372142852336087042
Indrias,@indriasuryani,2021-03-17T22:49:44.000Z,"Indrias
@indriasuryani
·
18 Mar 2021","Kemaren belom magang pen cepet2, skrng tau rasanya cuapek pol pen cepet2 kelar aaja wkwkwk IKL rs udah kayak keliling ragunan coy lebar benerrrr",,,,,[],https://twitter.com/indriasuryani/status/1372319266544914436
Wendi Putranto,@wenzrawk,2021-03-17T15:56:01.000Z,"Wendi Putranto
@wenzrawk
·
17 Mar 2021","Membalas 
@masjaki
 dan 
@ardiwilda
Dulu gak magang tapi elo banyak kontribusi artikel-artikel bernas, Jak. Yang paling saya ingat itu waktu wawancara KGP ya? Dan wawancara Duta SO7 yang rame itu responsnya haha 
1
1",👍 👍,1,,1,[],https://twitter.com/wenzrawk/status/1372215150606884864
odi,@ahmadnurodin,2021-03-18T07:30:14.000Z,"odi
@ahmadnurodin
·
18 Mar 2021",Magang gabut hihihi,,,,,[],https://twitter.com/ahmadnurodin/status/1372450257313828866
Indrias,@indriasuryani,2021-03-18T12:51:56.000Z,"Indrias
@indriasuryani
·
18 Mar 2021","Cerita pkl day 3
Ceritanya gue lagi duduk depan kabag nd then tiba2 beliau ngmg "" kalian pacaran ya ?"" 
Btw gue magang ber2 dan kebetulan doa anak satu geng gue jadi udah biasa bareng aja dari semester 1... 
Lalu gue jawab engha kabag, trus kabag ngelak "" ngaku aja kamu"" 
》next",,,,,[],https://twitter.com/indriasuryani/status/1372531212217020420
addicted to hamci,@littlegumush,2021-03-18T05:02:29.000Z,"addicted to hamci
@littlegumush
·
18 Mar 2021","Kangen makan mie batagor di pinggir tempat magang dlu, masih ada kali yah",,,,,[],https://twitter.com/littlegumush/status/1372413073558966274
Pong Lenis,@YafiJONNN,2021-03-18T16:25:08.000Z,"Pong Lenis
@YafiJONNN
·
18 Mar 2021","Silahkan pilih jagoanmu! di polling Instagram :
PEMENANG beruntung berhak mendapat TOTAL hadiah GOPAY/OVO 300K!! beserta kesempatan magang / Kerja di PT RESIKEL INDONESIA
*syarat :
1. Wajib nonton Pertandingan
2. Undian hanya untuk peserta polling pemenang pertandingan.
1",,1,,,[],https://twitter.com/YafiJONNN/status/1372584869050552323
Chuuya,@kekuatanbullan,2021-03-18T11:44:12.000Z,"Chuuya
@kekuatanbullan
·
18 Mar 2021","Membalas 
@azaleabetony
 dan 
@karirfess
Iya betul, lagian tega amat ya magang sebulan 250k 
1",😂,1,,,[],https://twitter.com/kekuatanbullan/status/1372514168243249153
Caa⃢⃢⃢⃢⃢⃢,@Asheyyylme_,2021-03-18T09:56:36.000Z,"Caa⃢⃢⃢⃢⃢⃢
@Asheyyylme_
·
18 Mar 2021","Membalas 
@collegemenfess
Dulu waktu magang di SD juga lupa nge hide sw terus di komen sama murid "" bunda army juga? Aku biasnya Taehyung kalo bunda siapa "" Wkwkwk",🐨 🐹 🐱 🐿 🐥 🐻 🐰,,,,[],https://twitter.com/Asheyyylme_/status/1372487091234349063
Kaput,@cakkadull,2021-03-18T11:11:30.000Z,"Kaput
@cakkadull
·
18 Mar 2021","Membalas 
@Adifsetiyoko
 dan 
@deathroasted
Aduh njenengan lebih tau mas mesti wkwk, dulu aku tau pas ada diskusi jurnalis magang mas. Nha kebetulan ada yg tanya apa bedanya kompas cetak ama yg online
1",,1,,,[],https://twitter.com/cakkadull/status/1372505941095030786
Political Jokes ID,@PolJokesID,2021-03-18T04:51:31.000Z,"Political Jokes ID
@PolJokesID
·
18 Mar 2021","Magang
Fulltime
ruangguru
@ruangguru
 · 18 Mar 2021
Ejaan dalam bahasa Indonesia
Komplet
Komplit
Sandal
Sendal
Wakaf
Waqaf
Semringah
Sumringah
Frustrasi
Frustasi
30
562
1.664",✅ ❌ 📌 ✅ ❌ ✅ ❌ ✅ ❌ ✅ ❌ ✅ ❌,30,562,1.664,['https://pbs.twimg.com/profile_images/1523535190550663168/9Isn_QnX_mini.png'],https://twitter.com/PolJokesID/status/1372410314315075586
by.u,@kopisusuhoney,2021-03-19T10:02:53.000Z,"by.u
@kopisusuhoney
·
19 Mar 2021","akhirnya laporan magang kelar jga, tinggal laporan hariannya 
1",😔 🤟,,,1,[],https://twitter.com/kopisusuhoney/status/1372851060654575621
wewes,@wcwcwes,2021-03-19T06:05:44.000Z,"wewes
@wcwcwes
·
19 Mar 2021","Magang lagi kali yaa, bingung sembari nunggu TA",,,,,[],https://twitter.com/wcwcwes/status/1372791377059188736
Pong Lenis,@YafiJONNN,2021-03-20T12:46:39.000Z,"Pong Lenis
@YafiJONNN
·
20 Mar 2021","[BATTLE OF THE ChENTURY!]
POLLING TELAH DIBUKA di 
@Ilhaammn
 !!!! CHOOSE YOUR FIGHTER!!
PEMENANG beruntung berhak mendapat TOTAL hadiah GOPAY/OVO 300K!! beserta kesempatan magang / Kerja di PT RESIKEL INDONESIA
*syarat :
1. Wajib nonton Pertandingan
1
1",,,1,1,['https://pbs.twimg.com/media/Ew7H1iuVgAgQ5S2?format=jpg&name=900x900'],https://twitter.com/YafiJONNN/status/1373254662330093570
Maya Marlina,@mayamrln,2021-03-20T03:44:33.000Z,"Maya Marlina
@mayamrln
·
20 Mar 2021",Tau gitu kemaren ambil magang ke Jepang,🥺,,,,[],https://twitter.com/mayamrln/status/1373118236045189121
Hayo Siapa??,@abcxxde,2021-03-20T02:00:09.000Z,"Hayo Siapa??
@abcxxde
·
20 Mar 2021","Sebelum magang ,main dulu yuuuu 
4
2",🦩 👉 👈,4,,2,[],https://twitter.com/abcxxde/status/1373091962484453378
aw,@jiansblh,2021-03-20T05:39:43.000Z,"aw
@jiansblh
·
20 Mar 2021","@senjatanuklir
 orei kemarin di distrik cuma magang kah? Sekarang kok mas pangeran langsung yang jadi hostnya ya? Butuh banget kejelasan
1",🤯,,1,,[],https://twitter.com/jiansblh/status/1373147217343614977
bon voyage!,@_____youngirls,2021-03-21T03:50:27.000Z,"bon voyage!
@_____youngirls
·
21 Mar 2021","pgn kuliah offline tp semster depan aku magang di skola jd online ajalaa gasiaapp tatap muka sm murid
COLLE FORGER
@collegemenfess
Otomatis
 · 21 Mar 2021
[cm] semester depan beneran offline ga yaa 
1",🥺 😭 🥺,,,1,['https://pbs.twimg.com/profile_images/1496843177826816005/mRN4QZ7-_mini.jpg'],https://twitter.com/_____youngirls/status/1373482107708657672
Ahmad Faizun Ni'am,@Faizun1997,2021-03-21T12:54:33.000Z,"Ahmad Faizun Ni'am
@Faizun1997
·
21 Mar 2021","Hahaha lagi magang
Vanessinator T-80085
@ilovejohnkimble
 · 19 Mar 2021
The Predator harvesting rice is still my favorite video on the internet
Tampilkan utas ini",🤖,,,,"['https://pbs.twimg.com/profile_images/1423773882759143427/qNlG3aew_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1372903503660732429/pu/img/OIJWVqQmyx2w8gQy.jpg']",https://twitter.com/Faizun1997/status/1373619036089577472
Aereo,@TitingYS,2021-03-21T16:26:07.000Z,"Aereo
@TitingYS
·
21 Mar 2021","Magang yang bener ye, jgn pacaran mulu
Lintang
@lintang_ayoe
 · 21 Mar 2021
Membalas @TitingYS
Besok ak mulai magang 6 bulan kedepan 1 Semestr 
GIF
ALT
1",📞 🚀 😁 😅 ✊,1,,,"['https://pbs.twimg.com/profile_images/1527384457094647823/xBfFVgLS_mini.jpg', 'https://pbs.twimg.com/tweet_video_thumb/ExA4IIeUUAcbrzC.jpg']",https://twitter.com/TitingYS/status/1373672279737954312
cikicekidot,@yourcitra,2021-03-21T09:27:35.000Z,"cikicekidot
@yourcitra
·
21 Mar 2021","Kayanya seru juga kalo magang di airnav pusat, tapi peserta nya banyak. Ini berpencar gini jdnya ketemu lewat zoom doang dr semua cabang",😂,,,,[],https://twitter.com/yourcitra/status/1373566949905461251
Bima,@Bima13_,2021-03-21T18:09:09.000Z,"Bima
@Bima13_
·
22 Mar 2021","Membalas 
@__effan__
Semangat mas pejuang magang hehe",💣,,,,[],https://twitter.com/Bima13_/status/1373698208514199552
"Panpan, Maybe?",@VjestRuin,2021-03-21T22:43:19.000Z,"Panpan, Maybe?
@VjestRuin
·
22 Mar 2021","Membalas 
@_nandadikk
Udh nga, mau siap2 magang
1",😌,1,,,[],https://twitter.com/VjestRuin/status/1373767204718538755
Cak_Muslim,@SuriyadiAhmad,2021-03-21T07:05:56.000Z,"Cak_Muslim
@SuriyadiAhmad
·
21 Mar 2021","Membalas 
@shizy_Lia
 @Liga1Match
 dan 
@BanggaSurabaya
Pasti admin magang
1",😁,1,,,[],https://twitter.com/SuriyadiAhmad/status/1373531303417503745
kuaciii,@sunflowerquen,2021-03-21T09:25:54.000Z,"kuaciii
@sunflowerquen
·
21 Mar 2021","Membalas 
@uinwsfess
Magang tu kuncinya orang dalem nder,auto diterimaaa
1",🌻,1,,,[],https://twitter.com/sunflowerquen/status/1373566529611169795
Hayo Siapa??,@abcxxde,2021-03-22T21:06:12.000Z,"Hayo Siapa??
@abcxxde
·
23 Mar 2021","First day magang, tapi malah gada semangat
Kasi semangat sini :'(
6
5",🦩,6,,5,[],https://twitter.com/abcxxde/status/1374105150571180034
midsummer,@ckseturan,2021-03-22T03:26:18.000Z,"midsummer
@ckseturan
·
22 Mar 2021","Di tawarin kantor tempat magang project lagi mending iyain apa ngga, takut skripsi keganggu asli
1
4",,1,,4,[],https://twitter.com/ckseturan/status/1373838420984819713
,@sweetestavocado,2021-03-22T02:43:33.000Z,"@sweetestavocado
·
22 Mar 2021","Membalas 
@subtanyarl
Setuju  ada temen resign dari awal magang, dia yg dari awal bilang mau resign karena inilah itulah, giliran udah di hari H pas resign, dia bilang ke orang-orang kantor kalo resignnya gara2 gue. Tai bgt sih  untung orang kantor pada mihak ke gue karena udah tau busuknya dia 
7
9",⛅ 😂 😂 😂,7,,9,[],https://twitter.com/sweetestavocado/status/1373827662590869506
Lowongan Kerja Purwokerto,@lokerngapak,2021-03-22T07:59:17.000Z,"Lowongan Kerja Purwokerto
@lokerngapak
·
22 Mar 2021","Lowongan Magang di TIC Purbalingga
Posisi:
1. Social Media Officer
2. MarComm
3. Photo & Videographer
Magang selama 3 Bulan (April-Juni 2021)
1",,,,1,"['https://pbs.twimg.com/media/ExEZPHoVoAUo1Td?format=jpg&name=360x360', 'https://pbs.twimg.com/media/ExEZPX6UcAA-lKL?format=jpg&name=360x360', 'https://pbs.twimg.com/media/ExEZPmrVkAU_xZ4?format=jpg&name=360x360']",https://twitter.com/lokerngapak/status/1373907119716532225
Kantah Kota Bengkulu,@KantahKotaBklu,2021-03-22T06:19:21.000Z,"Kantah Kota Bengkulu
@KantahKotaBklu
·
22 Mar 2021","Senin, 22 Maret 2021
Hai #SobATRBPN
Penerimaan Siswa Magang dari SMK Negeri 02 Kota Bengkulu oleh Kasubag TU Deki Afrian, http://S.ST.,M.H dan Koordinator Kelompok Substansi Umum dan Kepegawaian Yenriani, S.H
.
.
.
1",,1,,,['https://pbs.twimg.com/media/ExECXJxVoAYSRDn?format=jpg&name=small'],https://twitter.com/KantahKotaBklu/status/1373881968476229633
oh,@AdeTriBaplang,2021-03-22T19:54:12.000Z,"oh
@AdeTriBaplang
·
23 Mar 2021",Anak magang di Telkomsel jam segini pada kenapa yaa.,,,,,[],https://twitter.com/AdeTriBaplang/status/1374087032423682049
akuaja,@Henritiwww,2021-03-22T09:04:40.000Z,"akuaja
@Henritiwww
·
22 Mar 2021","Pulang magang langsung presentasi, tiba tiba anak tetangga kerumah minta diajarin ",😥,,,,[],https://twitter.com/Henritiwww/status/1373923572226301956
i promise you the headache,@perrduli,2021-03-22T03:46:59.000Z,"i promise you the headache
@perrduli
·
22 Mar 2021","Yuk bapak/ibu kl mau jadiin golongannya gantiin mbak x, dipercepat prosesnya. Pliss gue gamau jd sekretaris magang lagii. Pun gue gakan jd kompetitor yg ngalangin klen kokk. Yuk bisa yuk @.",,,,,[],https://twitter.com/perrduli/status/1373843625189150722
Maunya Siapa,@m_maretha94,2021-03-22T14:27:49.000Z,"Maunya Siapa
@m_maretha94
·
22 Mar 2021","Membalas 
@BebyOshi
@bchsr_
 magang atau apa nih?",,,,,[],https://twitter.com/m_maretha94/status/1374004894475030533
harde-lijn,@rswntsptr_,2021-03-22T14:27:56.000Z,"harde-lijn
@rswntsptr_
·
22 Mar 2021","Membalas 
@albinevaliesh
sama sama pelatih magang",,,,,[],https://twitter.com/rswntsptr_/status/1374004924858519555
yayaya,@loveself___,2021-03-22T09:30:57.000Z,"yayaya
@loveself___
·
22 Mar 2021","Membalas 
@akuuuuafifa
 dan 
@Riyansupyans
Aku ga suka yang banyak basa basi, cukup dateng, tentukan jadwal
Ehe entah itu jadwal magang dirumah mertua wkwk",,,,,[],https://twitter.com/loveself___/status/1373930187411312641
Zza,@benaldane,2021-03-23T07:51:46.000Z,"Zza
@benaldane
·
23 Mar 2021","tuh si a kemarin magang di unv*, si j menang lomba, anjir si s udah sidang skripsi 3,5 tahun dia, si c highest gpa cuy, lah si r ikut sh*re, si y buka bisnis, si e jadi asdos, si d terbitin jurnal.
Anak FE:
10
86
165",,10,86,165,['https://pbs.twimg.com/media/ExJhHK4UcAUPnvO?format=jpg&name=small'],https://twitter.com/benaldane/status/1374267614378172416
